property_id,source_attribution,suburb,state,zip_code,address,property_category,property_subtype,transaction_type,listing_price,monthly_rent,price_per_sqft,security_deposit,move_in_cost,total_sqft,living_sqft,lot_sqft,bedrooms,bathrooms,garage_spaces,year_built,property_status,days_on_market,nearby_amenities,lease_term,pet_policy,parking_availability,date_of_property_listed
P9073,PropertyHub,Kingston,ACT,2604,327 Elizabeth Ave,Multi-Family Investment,Multi-Family,for sale,1204874,,525.23,0,0,2892,2294,2892,3,2.5,1,1987,pending,161,bus|schools|CBD|university,,restricted,street parking,3/14/2025
P9073,HomeFinder,Kingston,ACT,2604,327 Elizabeth Ave,Multi-Family Investment,Multi-Family,for sale,1204874,,525.23,0,0,2892,2294,2892,3,2.5,1,1987,rented,73,bus|CBD,,allowed,garage,3/14/2025
P9073,InvestorNet,Kingston,ACT,2604,327 Elizabeth Ave,Multi-Family Investment,Multi-Family,for sale,1204874,,525.23,0,0,2892,2294,2892,3,2.5,1,1987,active,19,train|schools|bus|CBD,,not allowed,allocated bay,3/14/2025
P9074,PropertyHub,Bondi,NSW,2026,628 Smith Ct,Residential Single-Family,House,for rent,1402182,,914.07,0,0,2203,1534,2203,4,2,2,2016,sold,119,schools|shops,12 months,not allowed,allocated bay,2/28/2024
P9074,HomeFinder,Bondi,NSW,2026,628 Smith Ct,Residential Single-Family,House,for rent,1402182,,914.07,0,0,2203,1534,2203,4,2,2,2016,active,107,train|tram|schools|university,12 months,allowed,carport,2/28/2024
P9074,InvestorNet,Bondi,NSW,2026,628 Smith Ct,Residential Single-Family,House,for sale,1402182,,914.07,0,0,2203,1534,2203,4,2,2,2016,sold,93,shops|university|train|CBD|parks,,restricted,allocated bay,2/28/2024
P9075,PropertyHub,Leederville,WA,6007,573 Oxford Ave,Commercial Property,Office,for sale,696565,,192.74,0,0,3614,3614,3614,0,1,0,1995,rented,71,parks|schools|beach,,not allowed,garage,11/12/2024
P9075,HomeFinder,Leederville,WA,6007,573 Oxford Ave,Commercial Property,Office,for sale,700013,,193.69,0,0,3614,3614,3614,0,1,0,1995,sold,39,hospital|tram|schools,,allowed,allocated bay,11/12/2024
P9075,InvestorNet,Leederville,WA,6007,573 Oxford Ave,Commercial Property,Office,for sale,710940,,196.72,0,0,3614,3614,3614,0,1,0,1995,active,16,university|train|parks,,restricted,allocated bay,11/12/2024
P9076,PropertyHub,New Farm,QLD,4005,399 York Rd,Condominium/Apartment,Condominium,for sale,902464,,910.66,0,0,998,991,991,3,2.9,0,1993,active,169,tram|hospital,,allowed,off-street,5/25/2025
P9076,HomeFinder,New Farm,QLD,4005,399 York Rd,Condominium/Apartment,Condominium,for sale,902464,,910.66,0,0,998,991,991,3,2.9,0,1993,rented,97,hospital|bus|schools|train|beach,,not allowed,off-street,5/25/2025
P9076,InvestorNet,New Farm,QLD,4005,399 York Rd,Condominium/Apartment,Condominium,for rent,938655,,947.18,0,0,998,991,991,3,2.9,0,1993,pending,60,bus|shops|hospital|university,12 months,restricted,off-street,5/25/2025
P9077,PropertyHub,North Hobart,TAS,7000,625 York Rd,Condominium/Apartment,Condominium,for sale,505824,,539.26,0,0,1006,938,938,2,3.1,1,1970,pending,93,beach|train,,allowed,street parking,5/12/2025
P9077,HomeFinder,North Hobart,TAS,7000,625 York Rd,Condominium/Apartment,Condominium,for rent,505824,,539.26,0,0,1006,938,938,2,3.1,1,1970,active,29,schools|train|parks,12 months,not allowed,carport,5/12/2025
P9077,InvestorNet,North Hobart,TAS,7000,625 York Rd,Condominium/Apartment,Condominium,for rent,505824,,539.26,0,0,1006,938,938,2,3.1,1,1970,active,44,hospital|tram|CBD|train|shops,12 months,restricted,street parking,5/12/2025
P9078,PropertyHub,Burwood,NSW,2134,113 Lygon Blvd,Multi-Family Investment,Multi-Family,for sale,1677349,,1109.36,0,0,1581,1512,1550,5,2.5,2,1992,rented,110,train|bus,,allowed,allocated bay,1/21/2024
P9078,HomeFinder,Burwood,NSW,2134,113 Lygon Blvd,Multi-Family Investment,Multi-Family,for sale,1677349,,1109.36,0,0,1581,1512,1550,5,2.5,2,1992,rented,91,tram|shops|bus|hospital|CBD,,restricted,garage,1/21/2024
P9078,InvestorNet,Burwood,NSW,2134,113 Lygon Blvd,Multi-Family Investment,Multi-Family,for sale,1604310,,1061.05,0,0,1581,1512,1550,5,2.5,2,1992,active,68,tram|schools|bus|parks,,restricted,garage,1/21/2024
P9079,PropertyHub,Belconnen,ACT,2617,997 George Blvd,Residential Single-Family,House,for rent,931677,,527.26,0,0,2435,1767,2435,5,1.7,1,2009,available,37,bus|university,12 months,not allowed,off-street,10/2/2024
P9079,HomeFinder,Belconnen,ACT,2617,997 George Blvd,Residential Single-Family,House,for rent,914745,,517.68,0,0,2435,1767,2435,5,1.7,1,2009,pending,51,tram|schools,12 months,restricted,garage,10/2/2024
P9079,InvestorNet,Belconnen,ACT,2617,997 George Blvd,Residential Single-Family,House,for rent,924144,,523,0,0,2435,1767,2435,5,1.7,1,2009,available,141,beach|schools|CBD|shops,12 months,not allowed,street parking,10/2/2024
P9080,PropertyHub,Gungahlin,ACT,2912,628 Oxford Ave,Rental Property,House,for rent,1053223,3206.28,666.6,3206.28,6412.56,3034,1580,3034,4,3.4,1,2004,rented,151,CBD|bus|train|schools|parks,12 months,not allowed,off-street,3/14/2024
P9080,HomeFinder,Gungahlin,ACT,2912,628 Oxford Ave,Rental Property,House,for sale,1057759,3083.32,669.47,3083.32,6166.64,3034,1580,3034,4,3.4,1,2004,sold,62,train|beach|CBD,,restricted,garage,3/14/2024
P9080,InvestorNet,Gungahlin,ACT,2912,628 Oxford Ave,Rental Property,House,for rent,1024077,3116.55,648.15,3116.55,6233.1,3034,1580,3034,4,3.4,1,2004,active,105,parks|hospital|tram,12 months,restricted,off-street,3/14/2024
P9081,PropertyHub,Prospect,SA,5082,7 George Ave,Condominium/Apartment,Apartment,for sale,595975,,815.29,0,0,832,731,731,3,3.5,2,1972,rented,95,hospital|parks|schools|university,,allowed,carport,5/4/2025
P9081,HomeFinder,Prospect,SA,5082,7 George Ave,Condominium/Apartment,Apartment,for rent,595975,,815.29,0,0,832,731,731,3,3.5,2,1972,active,152,parks|university|CBD,12 months,restricted,off-street,5/4/2025
P9081,InvestorNet,Prospect,SA,5082,7 George Ave,Condominium/Apartment,Apartment,for sale,595975,,815.29,0,0,832,731,731,3,3.5,2,1972,sold,113,university|beach,,allowed,garage,5/4/2025
P9082,PropertyHub,Sunnybank,QLD,4109,772 High Blvd,Commercial Property,Office,for sale,680436,,210.66,0,0,3230,3230,3230,0,1,0,2014,rented,66,bus|hospital|train|parks,,not allowed,carport,2/14/2024
P9082,HomeFinder,Sunnybank,QLD,4109,772 High Blvd,Commercial Property,Office,for sale,680436,,210.66,0,0,3230,3230,3230,0,1,0,2014,rented,96,bus|shops,,allowed,garage,2/14/2024
P9082,InvestorNet,Sunnybank,QLD,4109,772 High Blvd,Commercial Property,Office,for sale,680436,,210.66,0,0,3230,3230,3230,0,1,0,2014,available,98,university|hospital|beach|shops|schools,,not allowed,garage,2/14/2024
P9083,PropertyHub,New Town,TAS,7008,697 High Dr,Rental Property,House,for rent,805028,2462.25,413.05,2462.25,4924.5,2670,1949,2670,4,2,0,1997,active,24,tram|schools|CBD,12 months,allowed,street parking,8/25/2024
P9083,HomeFinder,New Town,TAS,7008,697 High Dr,Rental Property,House,for sale,805028,2473.73,413.05,2473.73,4947.46,2670,1949,2670,4,2,0,1997,rented,117,bus|shops,,allowed,street parking,8/25/2024
P9083,InvestorNet,New Town,TAS,7008,697 High Dr,Rental Property,House,for rent,805028,2430.43,413.05,2430.43,4860.86,2670,1949,2670,4,2,0,1997,rented,36,schools|train|shops|university|tram,12 months,allowed,allocated bay,8/25/2024
P9084,PropertyHub,Woolloongabba,QLD,4102,524 Victoria Ln,Commercial Property,Office,for sale,576822,,203.9,0,0,2829,2829,2829,0,1,0,1981,sold,78,hospital|CBD|parks,,allowed,off-street,1/27/2025
P9084,HomeFinder,Woolloongabba,QLD,4102,524 Victoria Ln,Commercial Property,Office,for sale,576822,,203.9,0,0,2829,2829,2829,0,1,0,1981,pending,14,university|shops|beach,,not allowed,street parking,1/27/2025
P9084,InvestorNet,Woolloongabba,QLD,4102,524 Victoria Ln,Commercial Property,Office,for sale,580035,,205.03,0,0,2829,2829,2829,0,1,0,1981,rented,37,shops|bus|beach|CBD,,not allowed,allocated bay,1/27/2025
P9085,PropertyHub,Bondi,NSW,2026,466 Bourke Ln,Residential Single-Family,House,for sale,1479496,,675.26,0,0,2609,2191,2609,3,1.1,0,2015,pending,15,hospital|tram|schools,,allowed,carport,7/24/2024
P9085,HomeFinder,Bondi,NSW,2026,466 Bourke Ln,Residential Single-Family,House,for rent,1479496,,675.26,0,0,2609,2191,2609,3,1.1,0,2015,pending,4,beach|bus|parks,12 months,not allowed,carport,7/24/2024
P9085,InvestorNet,Bondi,NSW,2026,466 Bourke Ln,Residential Single-Family,House,for sale,1479496,,675.26,0,0,2609,2191,2609,3,1.1,0,2015,pending,53,beach|tram,,allowed,carport,7/24/2024
P9086,PropertyHub,Glebe,NSW,2037,896 Smith Ln,Multi-Family Investment,Multi-Family,for sale,1675277,,684.07,0,0,3895,2449,3895,4,1.4,0,2024,sold,67,university|bus|train|hospital,,restricted,carport,2/12/2024
P9086,HomeFinder,Glebe,NSW,2037,896 Smith Ln,Multi-Family Investment,Multi-Family,for sale,1675277,,684.07,0,0,3895,2449,3895,4,1.4,0,2024,sold,98,parks|bus|tram,,restricted,carport,2/12/2024
P9086,InvestorNet,Glebe,NSW,2037,896 Smith Ln,Multi-Family Investment,Multi-Family,for sale,1718527,,701.73,0,0,3895,2449,3895,4,1.4,0,2024,pending,111,hospital|tram|schools|CBD,,allowed,off-street,2/12/2024
P9087,PropertyHub,Leederville,WA,6007,598 Hunter Ct,Condominium/Apartment,Apartment,for sale,747814,,1001.09,0,0,872,747,747,3,1,1,2021,pending,121,bus|parks|schools|university,,allowed,allocated bay,4/5/2024
P9087,HomeFinder,Leederville,WA,6007,598 Hunter Ct,Condominium/Apartment,Apartment,for sale,747814,,1001.09,0,0,872,747,747,3,1,1,2021,sold,50,parks|schools|train,,restricted,off-street,4/5/2024
P9087,InvestorNet,Leederville,WA,6007,598 Hunter Ct,Condominium/Apartment,Apartment,for rent,733079,,981.36,0,0,872,747,747,3,1,1,2021,available,64,shops|train|tram|hospital,12 months,allowed,off-street,4/5/2024
P9088,PropertyHub,Sandy Bay,TAS,7005,362 Collins Ave,Condominium/Apartment,Apartment,for sale,574236,,933.72,0,0,715,615,615,4,1.1,0,1997,sold,44,shops|schools,,restricted,street parking,2/26/2025
P9088,HomeFinder,Sandy Bay,TAS,7005,362 Collins Ave,Condominium/Apartment,Apartment,for sale,553102,,899.35,0,0,715,615,615,4,1.1,0,1997,sold,25,bus|tram,,restricted,carport,2/26/2025
P9088,InvestorNet,Sandy Bay,TAS,7005,362 Collins Ave,Condominium/Apartment,Apartment,for rent,578714,,941,0,0,715,615,615,4,1.1,0,1997,rented,139,shops|beach,12 months,allowed,carport,2/26/2025
P9089,PropertyHub,Strathfield,NSW,2135,893 Hunter Dr,Commercial Property,Office,for sale,774336,,351.65,0,0,2202,2202,2202,0,1,0,1977,active,4,schools|beach,,allowed,allocated bay,7/22/2025
P9089,HomeFinder,Strathfield,NSW,2135,893 Hunter Dr,Commercial Property,Office,for sale,774336,,351.65,0,0,2202,2202,2202,0,1,0,1977,pending,23,train|parks|schools,,restricted,street parking,7/22/2025
P9089,InvestorNet,Strathfield,NSW,2135,893 Hunter Dr,Commercial Property,Office,for sale,754194,,342.5,0,0,2202,2202,2202,0,1,0,1977,rented,133,parks|tram,,not allowed,garage,7/22/2025
P9090,PropertyHub,Fremantle,WA,6160,473 Elizabeth St,Multi-Family Investment,Multi-Family,for rent,745715,,321.57,0,0,2573,2319,2573,1,2.5,0,1967,available,9,bus|train,12 months,not allowed,allocated bay,6/27/2024
P9090,HomeFinder,Fremantle,WA,6160,473 Elizabeth St,Multi-Family Investment,Multi-Family,for sale,745715,,321.57,0,0,2573,2319,2573,1,2.5,0,1967,pending,89,bus|CBD|university,,not allowed,off-street,6/27/2024
P9090,InvestorNet,Fremantle,WA,6160,473 Elizabeth St,Multi-Family Investment,Multi-Family,for sale,745715,,321.57,0,0,2573,2319,2573,1,2.5,0,1967,active,123,beach|university,,allowed,off-street,6/27/2024
P9091,PropertyHub,Newport,VIC,3015,927 Queen Ln,Residential Single-Family,House,for sale,1116725,,604.29,0,0,2226,1848,2226,5,1.4,1,2008,available,99,CBD|university|tram|schools,,allowed,off-street,5/23/2025
P9091,HomeFinder,Newport,VIC,3015,927 Queen Ln,Residential Single-Family,House,for sale,1116725,,604.29,0,0,2226,1848,2226,5,1.4,1,2008,pending,151,university|bus|beach|parks|shops,,restricted,garage,5/23/2025
P9091,InvestorNet,Newport,VIC,3015,927 Queen Ln,Residential Single-Family,House,for rent,1165541,,630.7,0,0,2226,1848,2226,5,1.4,1,2008,sold,98,tram|bus|shops|beach|parks,12 months,restricted,street parking,5/23/2025
P9092,PropertyHub,Surry Hills,NSW,2010,865 York Dr,Rental Property,Apartment,for sale,829616,2957.51,776.79,2957.51,5915.02,1072,1068,1068,1,3.2,1,1991,sold,48,hospital|university|bus|schools|tram,,restricted,garage,5/29/2024
P9092,HomeFinder,Surry Hills,NSW,2010,865 York Dr,Rental Property,Apartment,for sale,829616,3052.89,776.79,3052.89,6105.78,1072,1068,1068,1,3.2,1,1991,available,70,train|shops|CBD|tram,,not allowed,off-street,5/29/2024
P9092,InvestorNet,Surry Hills,NSW,2010,865 York Dr,Rental Property,Apartment,for rent,817480,3063.5,765.43,3063.5,6127,1072,1068,1068,1,3.2,1,1991,sold,128,university|bus|train|CBD,12 months,allowed,allocated bay,5/29/2024
P9093,PropertyHub,Parramatta,NSW,2150,683 Bourke Rd,Condominium/Apartment,Apartment,for rent,804216,,1147.24,0,0,817,701,701,5,3,1,2012,available,20,beach|parks|university|train,12 months,not allowed,off-street,4/13/2024
P9093,HomeFinder,Parramatta,NSW,2150,683 Bourke Rd,Condominium/Apartment,Apartment,for rent,804216,,1147.24,0,0,817,701,701,5,3,1,2012,rented,174,beach|CBD,12 months,not allowed,off-street,4/13/2024
P9093,InvestorNet,Parramatta,NSW,2150,683 Bourke Rd,Condominium/Apartment,Apartment,for sale,804216,,1147.24,0,0,817,701,701,5,3,1,2012,active,175,university|hospital,,restricted,street parking,4/13/2024
P9094,PropertyHub,Carindale,QLD,4152,288 Bay Ave,Residential Single-Family,House,for sale,1059011,,599.67,0,0,2327,1766,2327,3,1.4,2,2023,available,141,tram|hospital|beach|shops|train,,restricted,off-street,2/17/2024
P9094,HomeFinder,Carindale,QLD,4152,288 Bay Ave,Residential Single-Family,House,for sale,1059011,,599.67,0,0,2327,1766,2327,3,1.4,2,2023,rented,127,university|shops,,allowed,carport,2/17/2024
P9094,InvestorNet,Carindale,QLD,4152,288 Bay Ave,Residential Single-Family,House,for sale,1059011,,599.67,0,0,2327,1766,2327,3,1.4,2,2023,pending,79,parks|schools|CBD,,restricted,street parking,2/17/2024
P9095,PropertyHub,Toowong,QLD,4066,328 Bourke Ct,Commercial Property,Office,for sale,770997,,291.6,0,0,2644,2644,2644,0,1,0,1977,available,69,bus|beach,,restricted,allocated bay,3/24/2025
P9095,HomeFinder,Toowong,QLD,4066,328 Bourke Ct,Commercial Property,Office,for sale,784995,,296.9,0,0,2644,2644,2644,0,1,0,1977,pending,81,train|parks,,restricted,allocated bay,3/24/2025
P9095,InvestorNet,Toowong,QLD,4066,328 Bourke Ct,Commercial Property,Office,for sale,760341,,287.57,0,0,2644,2644,2644,0,1,0,1977,rented,172,tram|parks|hospital|train|shops,,not allowed,street parking,3/24/2025
P9096,PropertyHub,Mawson Lakes,SA,5095,562 Lygon Ct,Condominium/Apartment,Apartment,for rent,552032,,772.07,0,0,830,715,715,1,1.1,2,2001,active,79,train|tram|hospital,12 months,not allowed,street parking,1/3/2025
P9096,HomeFinder,Mawson Lakes,SA,5095,562 Lygon Ct,Condominium/Apartment,Apartment,for rent,552032,,772.07,0,0,830,715,715,1,1.1,2,2001,available,101,shops|CBD|train|university|tram,12 months,not allowed,allocated bay,1/3/2025
P9096,InvestorNet,Mawson Lakes,SA,5095,562 Lygon Ct,Condominium/Apartment,Apartment,for rent,528287,,738.86,0,0,830,715,715,1,1.1,2,2001,sold,35,shops|tram|hospital,12 months,not allowed,garage,1/3/2025
P9097,PropertyHub,Burwood,NSW,2134,513 Lygon Ave,Multi-Family Investment,Multi-Family,for sale,1795273,,786.37,0,0,3936,2283,3936,5,2.8,2,2015,available,74,hospital|parks|tram,,not allowed,allocated bay,5/15/2024
P9097,HomeFinder,Burwood,NSW,2134,513 Lygon Ave,Multi-Family Investment,Multi-Family,for rent,1795273,,786.37,0,0,3936,2283,3936,5,2.8,2,2015,rented,55,parks|tram|shops,12 months,allowed,allocated bay,5/15/2024
P9097,InvestorNet,Burwood,NSW,2134,513 Lygon Ave,Multi-Family Investment,Multi-Family,for rent,1840894,,806.35,0,0,3936,2283,3936,5,2.8,2,2015,active,180,tram|shops,12 months,allowed,carport,5/15/2024
P9098,PropertyHub,North Hobart,TAS,7000,645 Smith Ave,Rental Property,Apartment,for sale,578774,2050.93,791.76,2050.93,4101.86,859,731,731,1,3.4,2,2000,rented,54,CBD|university|schools|tram,,allowed,carport,7/4/2025
P9098,HomeFinder,North Hobart,TAS,7000,645 Smith Ave,Rental Property,Apartment,for rent,578774,2080.63,791.76,2080.63,4161.26,859,731,731,1,3.4,2,2000,available,96,parks|tram,12 months,allowed,allocated bay,7/4/2025
P9098,InvestorNet,North Hobart,TAS,7000,645 Smith Ave,Rental Property,Apartment,for rent,578774,2030.3,791.76,2030.3,4060.6,859,731,731,1,3.4,2,2000,pending,171,shops|university,12 months,not allowed,off-street,7/4/2025
P9099,PropertyHub,Glenelg,SA,5045,778 Church St,Rental Property,Apartment,for sale,675190,2374.07,649.85,2374.07,4748.14,1073,1039,1039,4,2.1,2,2021,available,51,parks|bus|CBD,,not allowed,garage,12/15/2024
P9099,HomeFinder,Glenelg,SA,5045,778 Church St,Rental Property,Apartment,for sale,648985,2349.74,624.62,2349.74,4699.48,1073,1039,1039,4,2.1,2,2021,active,91,hospital|schools|parks,,restricted,allocated bay,12/15/2024
P9099,InvestorNet,Glenelg,SA,5045,778 Church St,Rental Property,Apartment,for rent,652610,2336.53,628.11,2336.53,4673.06,1073,1039,1039,4,2.1,2,2021,sold,79,schools|train,12 months,restricted,off-street,12/15/2024
P9100,PropertyHub,Redfern,NSW,2016,132 Lygon Dr,Condominium/Apartment,Apartment,for rent,1081332,,1349.98,0,0,828,801,801,2,1.9,1,1996,rented,100,shops|parks|schools,12 months,not allowed,carport,12/11/2024
P9100,HomeFinder,Redfern,NSW,2016,132 Lygon Dr,Condominium/Apartment,Apartment,for rent,1081332,,1349.98,0,0,828,801,801,2,1.9,1,1996,rented,112,train|hospital|CBD|tram|schools,12 months,allowed,garage,12/11/2024
P9100,InvestorNet,Redfern,NSW,2016,132 Lygon Dr,Condominium/Apartment,Apartment,for rent,1081332,,1349.98,0,0,828,801,801,2,1.9,1,1996,active,3,beach|schools,12 months,not allowed,carport,12/11/2024
P9101,PropertyHub,Glen Waverley,VIC,3150,250 Church Ave,Commercial Property,Retail,for sale,627143,,300.64,0,0,2086,2086,2086,0,1,0,2004,active,26,bus|beach|university,,not allowed,allocated bay,4/17/2025
P9101,HomeFinder,Glen Waverley,VIC,3150,250 Church Ave,Commercial Property,Retail,for sale,635890,,304.84,0,0,2086,2086,2086,0,1,0,2004,available,18,beach|train,,not allowed,street parking,4/17/2025
P9101,InvestorNet,Glen Waverley,VIC,3150,250 Church Ave,Commercial Property,Retail,for sale,608687,,291.8,0,0,2086,2086,2086,0,1,0,2004,pending,167,beach|train|tram|bus|parks,,allowed,street parking,4/17/2025
P9102,PropertyHub,Mount Lawley,WA,6050,225 Queen Dr,Multi-Family Investment,Multi-Family,for rent,652678,,588,0,0,2028,1110,2028,2,1.2,0,2016,sold,11,beach|schools|CBD,12 months,not allowed,garage,4/22/2025
P9102,HomeFinder,Mount Lawley,WA,6050,225 Queen Dr,Multi-Family Investment,Multi-Family,for sale,652678,,588,0,0,2028,1110,2028,2,1.2,0,2016,pending,37,CBD|university|shops,,not allowed,garage,4/22/2025
P9102,InvestorNet,Mount Lawley,WA,6050,225 Queen Dr,Multi-Family Investment,Multi-Family,for rent,680788,,613.32,0,0,2028,1110,2028,2,1.2,0,2016,active,19,university|tram,12 months,not allowed,allocated bay,4/22/2025
P9103,PropertyHub,Camberwell,VIC,3124,214 Lygon Ln,Residential Single-Family,House,for sale,1103416,,449.64,0,0,4973,2454,4973,4,2,0,2000,available,29,university|CBD,,not allowed,off-street,1/25/2024
P9103,HomeFinder,Camberwell,VIC,3124,214 Lygon Ln,Residential Single-Family,House,for sale,1103416,,449.64,0,0,4973,2454,4973,4,2,0,2000,active,62,tram|shops,,restricted,off-street,1/25/2024
P9103,InvestorNet,Camberwell,VIC,3124,214 Lygon Ln,Residential Single-Family,House,for rent,1140633,,464.81,0,0,4973,2454,4973,4,2,0,2000,sold,38,CBD|shops|bus|schools|hospital,12 months,allowed,garage,1/25/2024
P9104,PropertyHub,Hawthorn,VIC,3122,32 George Ct,Multi-Family Investment,Multi-Family,for rent,1110103,,512.75,0,0,4031,2165,4031,5,2.4,0,2023,active,47,beach|parks|train|CBD,12 months,restricted,off-street,3/22/2024
P9104,HomeFinder,Hawthorn,VIC,3122,32 George Ct,Multi-Family Investment,Multi-Family,for sale,1110103,,512.75,0,0,4031,2165,4031,5,2.4,0,2023,sold,98,train|beach,,not allowed,carport,3/22/2024
P9104,InvestorNet,Hawthorn,VIC,3122,32 George Ct,Multi-Family Investment,Multi-Family,for rent,1110103,,512.75,0,0,4031,2165,4031,5,2.4,0,2023,rented,84,bus|schools|hospital|parks,12 months,restricted,garage,3/22/2024
P9105,PropertyHub,Scarborough,WA,6019,108 Queen Ct,Commercial Property,Retail,for sale,698753,,341.52,0,0,2046,2046,2046,0,1,0,1965,sold,109,shops|tram|university|bus,,allowed,carport,9/1/2024
P9105,HomeFinder,Scarborough,WA,6019,108 Queen Ct,Commercial Property,Retail,for sale,698753,,341.52,0,0,2046,2046,2046,0,1,0,1965,rented,14,hospital|university|tram,,allowed,carport,9/1/2024
P9105,InvestorNet,Scarborough,WA,6019,108 Queen Ct,Commercial Property,Retail,for sale,698753,,341.52,0,0,2046,2046,2046,0,1,0,1965,sold,4,hospital|tram|train|parks,,not allowed,street parking,9/1/2024
P9106,PropertyHub,Toowong,QLD,4066,401 High St,Rental Property,House,for sale,897236,3000.61,557.98,3000.61,6001.22,2134,1608,2134,1,2.7,0,2006,active,93,train|university,,not allowed,garage,8/28/2025
P9106,HomeFinder,Toowong,QLD,4066,401 High St,Rental Property,House,for rent,897236,2958.72,557.98,2958.72,5917.44,2134,1608,2134,1,2.7,0,2006,available,46,parks|CBD,12 months,restricted,street parking,8/28/2025
P9106,InvestorNet,Toowong,QLD,4066,401 High St,Rental Property,House,for sale,858469,2994.78,533.87,2994.78,5989.56,2134,1608,2134,1,2.7,0,2006,available,25,shops|CBD|bus|schools|beach,,allowed,carport,8/28/2025
P9107,PropertyHub,Mount Lawley,WA,6050,802 High Ln,Commercial Property,Retail,for sale,547096,,158.72,0,0,3447,3447,3447,0,1,0,1986,pending,12,beach|tram|schools,,restricted,street parking,1/11/2024
P9107,HomeFinder,Mount Lawley,WA,6050,802 High Ln,Commercial Property,Retail,for sale,547096,,158.72,0,0,3447,3447,3447,0,1,0,1986,active,146,schools|tram|parks,,restricted,garage,1/11/2024
P9107,InvestorNet,Mount Lawley,WA,6050,802 High Ln,Commercial Property,Retail,for sale,547096,,158.72,0,0,3447,3447,3447,0,1,0,1986,pending,91,university|train|CBD|beach,,restricted,off-street,1/11/2024
P9108,PropertyHub,Braddon,ACT,2612,915 Bridge Ave,Condominium/Apartment,Apartment,for sale,638964,,907.62,0,0,746,704,704,3,2.9,0,1979,active,170,shops|bus|parks|schools|university,,restricted,street parking,8/12/2024
P9108,HomeFinder,Braddon,ACT,2612,915 Bridge Ave,Condominium/Apartment,Apartment,for sale,638964,,907.62,0,0,746,704,704,3,2.9,0,1979,active,118,tram|hospital|CBD|bus|university,,allowed,carport,8/12/2024
P9108,InvestorNet,Braddon,ACT,2612,915 Bridge Ave,Condominium/Apartment,Apartment,for rent,638964,,907.62,0,0,746,704,704,3,2.9,0,1979,available,16,bus|tram,12 months,restricted,off-street,8/12/2024
P9109,PropertyHub,New Town,TAS,7008,246 Market Rd,Multi-Family Investment,Multi-Family,for rent,737158,,411.13,0,0,2027,1793,2027,5,1.6,2,1978,pending,26,beach|parks,12 months,restricted,street parking,1/20/2025
P9109,HomeFinder,New Town,TAS,7008,246 Market Rd,Multi-Family Investment,Multi-Family,for sale,737158,,411.13,0,0,2027,1793,2027,5,1.6,2,1978,active,116,tram|bus|parks|shops,,allowed,off-street,1/20/2025
P9109,InvestorNet,New Town,TAS,7008,246 Market Rd,Multi-Family Investment,Multi-Family,for sale,738989,,412.15,0,0,2027,1793,2027,5,1.6,2,1978,available,124,train|university|schools|shops,,allowed,allocated bay,1/20/2025
P9110,PropertyHub,Sandy Bay,TAS,7005,17 York Ln,Multi-Family Investment,Multi-Family,for rent,550938,,259.75,0,0,2691,2121,2691,2,2,1,2012,pending,10,beach|train|bus|university,12 months,not allowed,off-street,1/11/2025
P9110,HomeFinder,Sandy Bay,TAS,7005,17 York Ln,Multi-Family Investment,Multi-Family,for sale,559247,,263.67,0,0,2691,2121,2691,2,2,1,2012,active,103,train|schools,,restricted,off-street,1/11/2025
P9110,InvestorNet,Sandy Bay,TAS,7005,17 York Ln,Multi-Family Investment,Multi-Family,for sale,561944,,264.94,0,0,2691,2121,2691,2,2,1,2012,active,123,university|beach|bus|parks,,allowed,carport,1/11/2025
P9111,PropertyHub,North Hobart,TAS,7000,726 King Dr,Commercial Property,Office,for sale,489102,,125.03,0,0,3912,3912,3912,0,1,0,1994,pending,62,train|parks,,restricted,allocated bay,11/25/2024
P9111,HomeFinder,North Hobart,TAS,7000,726 King Dr,Commercial Property,Office,for sale,489102,,125.03,0,0,3912,3912,3912,0,1,0,1994,available,144,train|parks|bus|university|schools,,restricted,off-street,11/25/2024
P9111,InvestorNet,North Hobart,TAS,7000,726 King Dr,Commercial Property,Office,for sale,484850,,123.94,0,0,3912,3912,3912,0,1,0,1994,pending,36,CBD|shops|schools,,allowed,carport,11/25/2024
P9112,PropertyHub,Parap,NT,820,418 Lygon St,Condominium/Apartment,Apartment,for sale,336721,,320.99,0,0,1164,1049,1049,4,1.6,2,2007,active,75,parks|train,,restricted,carport,6/3/2024
P9112,HomeFinder,Parap,NT,820,418 Lygon St,Condominium/Apartment,Apartment,for sale,336721,,320.99,0,0,1164,1049,1049,4,1.6,2,2007,rented,97,university|tram|beach|CBD,,not allowed,street parking,6/3/2024
P9112,InvestorNet,Parap,NT,820,418 Lygon St,Condominium/Apartment,Apartment,for rent,336721,,320.99,0,0,1164,1049,1049,4,1.6,2,2007,rented,143,hospital|tram|parks,12 months,restricted,allocated bay,6/3/2024
P9113,PropertyHub,Toowong,QLD,4066,456 Bridge Ave,Multi-Family Investment,Multi-Family,for sale,1142902,,588.22,0,0,3901,1943,3901,3,2.7,0,2009,available,84,hospital|tram|bus,,restricted,allocated bay,4/28/2025
P9113,HomeFinder,Toowong,QLD,4066,456 Bridge Ave,Multi-Family Investment,Multi-Family,for rent,1142902,,588.22,0,0,3901,1943,3901,3,2.7,0,2009,pending,60,shops|hospital|beach|university,12 months,allowed,off-street,4/28/2025
